year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand,Car_Type,High_Performance,vehicle_id,model,image_url
2018,17999,Semi-Auto,9002,Diesel,145.0,54.3,2.0,Ford,SUV,0,13, Kuga,/static/car_images/Ford_Kuga.jpg
2018,18999,Semi-Auto,8970,Diesel,145.0,58.9,1.5,Ford,SUV,0,14, Kuga,/static/car_images/Ford_Kuga.jpg
2018,14399,Manual,12810,Diesel,145.0,64.2,1.5,Ford,SUV,0,15, Kuga,/static/car_images/Ford_Kuga.jpg
2019,17999,Manual,10428,Diesel,145.0,38.2,2.0,Ford,SUV,0,16, Kuga,/static/car_images/Ford_Kuga.jpg
2018,16899,Manual,14680,Diesel,145.0,54.3,2.0,Ford,SUV,0,17, Kuga,/static/car_images/Ford_Kuga.jpg
2017,10999,Manual,12427,Petrol,20.0,62.8,1.0,Ford,Hatchback,0,18, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,12500,Manual,25521,Petrol,145.0,55.4,1.0,Ford,Hatchback,0,19, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,9499,Manual,20400,Petrol,145.0,55.4,1.1,Ford,Hatchback,0,20, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,10500,Manual,24926,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,21, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,8995,Manual,26163,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,22, Fiesta,/static/car_images/Ford_Fiesta.jpg
2014,8995,Manual,59000,Diesel,160.0,47.9,2.0,Ford,SUV,0,23, Kuga,/static/car_images/Ford_Kuga.jpg
2014,6795,Manual,35299,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,24, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,18499,Manual,13063,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,25, Focus,/static/car_images/Ford_Focus.jpg
2018,11799,Manual,23800,Diesel,145.0,68.9,1.5,Ford,Other,0,26, C-MAX,/static/car_images/Ford_C-MAX.jpg
2015,8299,Manual,25935,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,27, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,12499,Manual,8700,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,28, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,8699,Manual,25000,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,29, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,7999,Manual,60730,Diesel,0.0,78.5,1.5,Ford,Hatchback,0,30, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,8991,Manual,18561,Petrol,145.0,54.3,1.2,Ford,Hatchback,0,31, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,18990,Manual,8400,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,32, Focus,/static/car_images/Ford_Focus.jpg
2013,7236,Manual,39090,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,33, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,15287,Semi-Auto,33149,Diesel,145.0,58.9,1.5,Ford,SUV,0,34, Kuga,/static/car_images/Ford_Kuga.jpg
2019,20000,Manual,24,Diesel,145.0,65.7,2.0,Ford,Sedan,0,35, Mondeo,/static/car_images/Ford_Mondeo.jpg
2020,20000,Manual,558,Petrol,145.0,53.3,1.0,Ford,SUV,0,36, EcoSport,/static/car_images/Ford_EcoSport.jpg
2019,21378,Manual,3259,Diesel,145.0,39.2,2.0,Ford,SUV,0,37, Kuga,/static/car_images/Ford_Kuga.jpg
2018,9814,Manual,15100,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,38, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,8261,Manual,25000,Petrol,145.0,57.7,1.2,Ford,Other,0,39, Ka+,/static/car_images/Ford_Ka+.jpg
2017,8788,Manual,15612,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,40, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,12251,Manual,8920,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,41, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,16320,Manual,24803,Diesel,145.0,60.1,2.0,Ford,SUV,0,42, Kuga,/static/car_images/Ford_Kuga.jpg
2019,13140,Manual,7,Petrol,145.0,48.7,1.1,Ford,Hatchback,0,43, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,10491,Semi-Auto,43019,Petrol,145.0,48.7,1.0,Ford,Hatchback,0,44, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,13870,Semi-Auto,41607,Diesel,145.0,54.3,2.0,Ford,SUV,0,45, Kuga,/static/car_images/Ford_Kuga.jpg
2017,14960,Manual,23554,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,46, Focus,/static/car_images/Ford_Focus.jpg
2019,13540,Manual,6923,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,47, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,17970,Manual,10985,Diesel,145.0,74.3,1.5,Ford,Hatchback,0,48, Focus,/static/car_images/Ford_Focus.jpg
2017,9330,Manual,29617,Diesel,20.0,68.9,1.5,Ford,Other,0,49, C-MAX,/static/car_images/Ford_C-MAX.jpg
2016,6000,Manual,47613,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,50, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,8995,Manual,5122,Petrol,145.0,43.5,1.2,Ford,Other,0,51, Ka+,/static/car_images/Ford_Ka+.jpg
2019,8495,Manual,32,Petrol,145.0,48.7,1.2,Ford,Other,0,52, Ka+,/static/car_images/Ford_Ka+.jpg
2016,6395,Manual,31562,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,53, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,14495,Manual,8131,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,54, Focus,/static/car_images/Ford_Focus.jpg
2018,19995,Automatic,24568,Diesel,145.0,31.7,2.0,Ford,Van,0,55, Tourneo Custom,/static/car_images/Ford_Tourneo_Custom.jpg
2017,18495,Automatic,39605,Diesel,145.0,54.3,2.0,Ford,Other,0,56, S-MAX,/static/car_images/Ford_S-MAX.jpg
2019,17995,Manual,11496,Diesel,145.0,57.6,2.0,Ford,Hatchback,0,57, Focus,/static/car_images/Ford_Focus.jpg
2013,5495,Manual,51271,Petrol,30.0,54.3,1.2,Ford,Hatchback,0,58, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,16995,Automatic,7189,Diesel,145.0,58.9,1.5,Ford,SUV,0,59, Kuga,/static/car_images/Ford_Kuga.jpg
2018,16495,Manual,29428,Diesel,145.0,54.3,1.5,Ford,SUV,0,60, Kuga,/static/car_images/Ford_Kuga.jpg
2018,17998,Manual,12162,Petrol,145.0,39.2,1.5,Ford,SUV,0,61, Kuga,/static/car_images/Ford_Kuga.jpg
2014,7498,Semi-Auto,33023,Petrol,160.0,44.1,1.6,Ford,Other,0,62, B-MAX,/static/car_images/Ford_B-MAX.jpg
2019,17498,Manual,2714,Petrol,150.0,49.6,1.0,Ford,Hatchback,0,63, Focus,/static/car_images/Ford_Focus.jpg
2017,17498,Manual,17051,Diesel,150.0,56.5,2.0,Ford,Other,0,64, S-MAX,/static/car_images/Ford_S-MAX.jpg
2013,5998,Manual,44304,Diesel,0.0,76.4,1.5,Ford,Hatchback,0,65, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,17698,Manual,4844,Petrol,145.0,34.4,1.5,Ford,SUV,0,66, Kuga,/static/car_images/Ford_Kuga.jpg
2016,11000,Manual,31810,Diesel,125.0,60.1,2.0,Ford,SUV,0,67, Kuga,/static/car_images/Ford_Kuga.jpg
2017,8700,Manual,43081,Petrol,145.0,44.8,1.5,Ford,SUV,0,68, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,15300,Manual,47159,Diesel,145.0,54.3,2.0,Ford,SUV,0,69, Kuga,/static/car_images/Ford_Kuga.jpg
2013,7490,Manual,25000,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,70, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,10760,Manual,29891,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,71, Focus,/static/car_images/Ford_Focus.jpg
2019,18760,Manual,10237,Petrol,145.0,39.2,1.5,Ford,SUV,0,72, Kuga,/static/car_images/Ford_Kuga.jpg
2014,6360,Manual,48653,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,73, Fiesta,/static/car_images/Ford_Fiesta.jpg
2014,6270,Manual,60888,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,74, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,17920,Automatic,15815,Petrol,235.0,38.2,1.5,Ford,SUV,0,75, Kuga,/static/car_images/Ford_Kuga.jpg
2013,4790,Manual,74128,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,76, Fiesta,/static/car_images/Ford_Fiesta.jpg
2015,7830,Manual,50124,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,77, Focus,/static/car_images/Ford_Focus.jpg
2015,6990,Manual,29851,Diesel,0.0,76.4,1.5,Ford,Hatchback,0,78, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,18640,Manual,24105,Diesel,160.0,48.7,2.0,Ford,SUV,0,79, Edge,/static/car_images/Ford_Edge.jpg
2015,6700,Manual,28935,Petrol,30.0,54.3,1.2,Ford,Hatchback,0,80, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,9498,Manual,30925,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,81, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,13698,Manual,13418,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,82, Focus,/static/car_images/Ford_Focus.jpg
2018,13298,Manual,13756,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,83, Fiesta,/static/car_images/Ford_Fiesta.jpg
2015,14398,Manual,25175,Diesel,145.0,54.3,2.0,Ford,SUV,0,84, Kuga,/static/car_images/Ford_Kuga.jpg
2017,8998,Manual,21267,Petrol,145.0,64.2,1.1,Ford,Hatchback,0,85, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,12698,Manual,12130,Petrol,145.0,56.5,1.0,Ford,Hatchback,0,86, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,11998,Manual,17354,Petrol,145.0,56.5,1.0,Ford,Hatchback,0,87, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,13498,Manual,15822,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,88, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,13498,Manual,10557,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,89, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,9698,Manual,20786,Petrol,20.0,61.4,1.0,Ford,Hatchback,0,90, Focus,/static/car_images/Ford_Focus.jpg
2016,24995,Manual,7997,Petrol,235.0,36.7,2.3,Ford,Hatchback,0,91, Focus,/static/car_images/Ford_Focus.jpg
2017,9895,Manual,19079,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,92, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,12995,Manual,14979,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,93, Fiesta,/static/car_images/Ford_Fiesta.jpg
2015,9295,Manual,47904,Diesel,125.0,56.5,1.6,Ford,Other,0,94, Tourneo Connect,/static/car_images/Ford_Tourneo_Connect.jpg
2016,8495,Manual,24410,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,95, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,13895,Manual,13600,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,96, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,18298,Manual,21456,Diesel,145.0,67.3,2.0,Ford,Hatchback,0,97, Focus,/static/car_images/Ford_Focus.jpg
2015,9198,Manual,31512,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,98, Focus,/static/car_images/Ford_Focus.jpg
2016,10798,Manual,11843,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,99, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,8998,Manual,31373,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,100, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,18498,Manual,7796,Diesel,145.0,54.3,1.5,Ford,SUV,0,101, Kuga,/static/car_images/Ford_Kuga.jpg
2017,13498,Manual,26597,Diesel,145.0,54.3,2.0,Ford,SUV,0,102, Kuga,/static/car_images/Ford_Kuga.jpg
2017,14998,Manual,15978,Diesel,30.0,64.2,1.5,Ford,SUV,0,103, Kuga,/static/car_images/Ford_Kuga.jpg
2017,13998,Automatic,13265,Petrol,240.0,38.2,1.5,Ford,SUV,0,104, Kuga,/static/car_images/Ford_Kuga.jpg
2016,9998,Manual,20491,Petrol,125.0,52.3,1.0,Ford,SUV,0,105, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,10998,Manual,16310,Petrol,125.0,50.4,1.0,Ford,Other,0,106, Tourneo Connect,/static/car_images/Ford_Tourneo_Connect.jpg
2017,17698,Manual,14557,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,107, Focus,/static/car_images/Ford_Focus.jpg
2017,11498,Semi-Auto,30917,Petrol,125.0,51.4,1.0,Ford,Hatchback,0,108, Focus,/static/car_images/Ford_Focus.jpg
2017,12798,Manual,22153,Diesel,145.0,74.3,1.5,Ford,Hatchback,0,109, Focus,/static/car_images/Ford_Focus.jpg
2015,8698,Manual,31743,Petrol,30.0,55.4,1.0,Ford,Other,0,110, C-MAX,/static/car_images/Ford_C-MAX.jpg
2019,19495,Manual,13673,Diesel,145.0,47.9,2.0,Ford,SUV,0,111, Kuga,/static/car_images/Ford_Kuga.jpg
2018,9995,Manual,25776,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,112, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,10995,Manual,30923,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,113, Focus,/static/car_images/Ford_Focus.jpg
2017,13998,Manual,24504,Diesel,150.0,64.2,1.5,Ford,SUV,0,114, Kuga,/static/car_images/Ford_Kuga.jpg
2017,11998,Manual,6568,Petrol,145.0,62.8,1.0,Ford,Hatchback,0,115, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,8998,Manual,42960,Diesel,30.0,61.4,1.5,Ford,Other,0,116, Tourneo Connect,/static/car_images/Ford_Tourneo_Connect.jpg
2018,16698,Manual,5117,Diesel,145.0,54.3,1.5,Ford,SUV,0,117, Kuga,/static/car_images/Ford_Kuga.jpg
2016,8998,Manual,31736,Petrol,125.0,53.3,1.0,Ford,SUV,0,118, EcoSport,/static/car_images/Ford_EcoSport.jpg
2015,7998,Manual,19212,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,119, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,12495,Manual,12426,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,120, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,7995,Manual,12872,Petrol,145.0,57.7,1.2,Ford,Other,0,121, Ka+,/static/car_images/Ford_Ka+.jpg
2020,21995,Manual,4111,Petrol,145.0,50.4,1.0,Ford,Hatchback,0,122, Puma,/static/car_images/Ford_Puma.jpg
2018,16995,Manual,34690,Diesel,145.0,60.1,2.0,Ford,SUV,0,123, Kuga,/static/car_images/Ford_Kuga.jpg
2018,11995,Manual,32168,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,124, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,19995,Manual,11312,Diesel,145.0,47.9,2.0,Ford,SUV,0,125, Kuga,/static/car_images/Ford_Kuga.jpg
2017,8995,Manual,31559,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,126, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,8295,Manual,23000,Petrol,145.0,57.7,1.2,Ford,Other,0,127, Ka+,/static/car_images/Ford_Ka+.jpg
2018,14698,Manual,6442,Petrol,145.0,54.3,1.0,Ford,SUV,0,128, EcoSport,/static/car_images/Ford_EcoSport.jpg
2016,10498,Semi-Auto,29590,Petrol,0.0,57.7,1.0,Ford,Hatchback,0,129, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,14495,Manual,17030,Petrol,145.0,57.7,1.0,Ford,Hatchback,0,130, Focus,/static/car_images/Ford_Focus.jpg
2016,8995,Manual,22493,Petrol,20.0,60.1,1.0,Ford,Hatchback,0,131, Focus,/static/car_images/Ford_Focus.jpg
2016,15995,Manual,29600,Diesel,20.0,67.3,2.0,Ford,Hatchback,0,132, Focus,/static/car_images/Ford_Focus.jpg
2016,10995,Semi-Auto,26500,Diesel,125.0,58.9,2.0,Ford,Other,0,133, C-MAX,/static/car_images/Ford_C-MAX.jpg
2017,19995,Manual,14000,Diesel,200.0,44.8,2.0,Ford,Van,0,134, Tourneo Custom,/static/car_images/Ford_Tourneo_Custom.jpg
2013,8295,Manual,34783,Diesel,30.0,61.4,1.6,Ford,Other,0,135, C-MAX,/static/car_images/Ford_C-MAX.jpg
2015,7995,Manual,56655,Diesel,20.0,67.3,1.6,Ford,Hatchback,0,136, Focus,/static/car_images/Ford_Focus.jpg
2019,19995,Manual,16000,Diesel,150.0,47.9,2.0,Ford,SUV,0,137, Kuga,/static/car_images/Ford_Kuga.jpg
2015,9995,Manual,30753,Diesel,0.0,78.5,1.5,Ford,Sedan,0,138, Mondeo,/static/car_images/Ford_Mondeo.jpg
2018,13495,Manual,1030,Petrol,145.0,47.9,1.0,Ford,Other,0,139, Grand C-MAX,/static/car_images/Ford_Grand_C-MAX.jpg
2017,12995,Manual,7817,Petrol,145.0,55.4,1.0,Ford,Other,0,140, C-MAX,/static/car_images/Ford_C-MAX.jpg
2018,12995,Manual,9781,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,141, Focus,/static/car_images/Ford_Focus.jpg
2018,12998,Manual,17241,Petrol,145.0,54.3,1.0,Ford,SUV,0,142, EcoSport,/static/car_images/Ford_EcoSport.jpg
2015,10298,Manual,28309,Diesel,125.0,58.9,1.6,Ford,Other,0,143, Tourneo Connect,/static/car_images/Ford_Tourneo_Connect.jpg
2017,10498,Manual,50599,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,144, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,11298,Semi-Auto,37880,Diesel,150.0,74.3,1.5,Ford,Hatchback,0,145, Focus,/static/car_images/Ford_Focus.jpg
2016,10698,Manual,56888,Diesel,125.0,60.1,2.0,Ford,SUV,0,146, Kuga,/static/car_images/Ford_Kuga.jpg
2018,15995,Manual,10500,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,147, Focus,/static/car_images/Ford_Focus.jpg
2014,6995,Semi-Auto,50800,Petrol,160.0,44.1,1.6,Ford,Other,0,148, B-MAX,/static/car_images/Ford_B-MAX.jpg
2019,13950,Manual,6700,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,149, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,10650,Manual,31800,Petrol,150.0,65.7,1.0,Ford,Hatchback,0,150, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,7995,Manual,20700,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,151, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,11495,Manual,29900,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,152, Focus,/static/car_images/Ford_Focus.jpg
2018,16995,Manual,32858,Diesel,145.0,54.3,2.0,Ford,SUV,0,153, Kuga,/static/car_images/Ford_Kuga.jpg
2018,11995,Manual,31593,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,154, Fiesta,/static/car_images/Ford_Fiesta.jpg
2015,10995,Manual,13791,Petrol,125.0,51.4,1.5,Ford,Hatchback,0,155, Focus,/static/car_images/Ford_Focus.jpg
2019,20495,Manual,12034,Diesel,145.0,47.9,2.0,Ford,SUV,0,156, Kuga,/static/car_images/Ford_Kuga.jpg
2018,19995,Manual,10923,Diesel,145.0,67.3,2.0,Ford,Hatchback,0,157, Focus,/static/car_images/Ford_Focus.jpg
2019,19995,Manual,10171,Diesel,145.0,38.2,2.0,Ford,SUV,0,158, Kuga,/static/car_images/Ford_Kuga.jpg
2016,10995,Manual,30923,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,159, Focus,/static/car_images/Ford_Focus.jpg
2019,18995,Manual,2291,Petrol,145.0,52.3,1.0,Ford,SUV,0,160, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,11995,Manual,23469,Petrol,125.0,51.4,1.5,Ford,Hatchback,0,161, Focus,/static/car_images/Ford_Focus.jpg
2017,16998,Manual,13626,Diesel,125.0,60.1,2.0,Ford,SUV,0,162, Kuga,/static/car_images/Ford_Kuga.jpg
2016,7398,Manual,35180,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,163, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,11498,Manual,17708,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,164, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,13998,Manual,9957,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,165, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,16698,Manual,4542,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,166, Focus,/static/car_images/Ford_Focus.jpg
2016,9998,Manual,38358,Diesel,0.0,78.5,1.5,Ford,Sedan,0,167, Mondeo,/static/car_images/Ford_Mondeo.jpg
2015,12998,Manual,25878,Diesel,20.0,67.3,2.0,Ford,Hatchback,0,168, Focus,/static/car_images/Ford_Focus.jpg
2016,9998,Semi-Auto,18325,Petrol,160.0,44.8,1.5,Ford,SUV,0,169, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,12498,Manual,9338,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,170, Focus,/static/car_images/Ford_Focus.jpg
2018,14998,Manual,7133,Diesel,145.0,58.9,1.5,Ford,SUV,0,171, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,10498,Manual,42002,Petrol,20.0,60.1,1.0,Ford,Hatchback,0,172, Focus,/static/car_images/Ford_Focus.jpg
2017,16995,Automatic,3700,Petrol,145.0,38.2,1.5,Ford,SUV,0,173, Kuga,/static/car_images/Ford_Kuga.jpg
2019,15495,Manual,5600,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,174, Focus,/static/car_images/Ford_Focus.jpg
2015,9495,Manual,17288,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,175, Fiesta,/static/car_images/Ford_Fiesta.jpg
2013,5995,Manual,42996,Diesel,20.0,70.6,1.6,Ford,Other,0,176, B-MAX,/static/car_images/Ford_B-MAX.jpg
2014,7498,Manual,47566,Petrol,30.0,56.5,1.0,Ford,Hatchback,0,177, Focus,/static/car_images/Ford_Focus.jpg
2017,11798,Manual,4262,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,178, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,10998,Manual,10125,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,179, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,14998,Automatic,17028,Petrol,150.0,46.3,1.5,Ford,Hatchback,0,180, Focus,/static/car_images/Ford_Focus.jpg
2017,8998,Manual,12753,Petrol,145.0,54.3,1.2,Ford,Hatchback,0,181, Fiesta,/static/car_images/Ford_Fiesta.jpg
2016,13998,Manual,24895,Diesel,20.0,67.3,2.0,Ford,Hatchback,0,182, Focus,/static/car_images/Ford_Focus.jpg
2017,17998,Manual,9066,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,183, Focus,/static/car_images/Ford_Focus.jpg
2019,18998,Manual,3292,Petrol,145.0,40.3,1.5,Ford,Hatchback,0,184, Fiesta,/static/car_images/Ford_Fiesta.jpg
2013,9198,Semi-Auto,48130,Diesel,200.0,45.6,2.0,Ford,SUV,0,185, Kuga,/static/car_images/Ford_Kuga.jpg
2015,14498,Manual,27513,Diesel,145.0,54.3,2.0,Ford,SUV,0,186, Kuga,/static/car_images/Ford_Kuga.jpg
2017,14998,Manual,32511,Petrol,150.0,41.5,2.0,Ford,Hatchback,0,187, Focus,/static/car_images/Ford_Focus.jpg
2016,8498,Manual,21888,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,188, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,13995,Manual,11130,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,189, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,18498,Manual,14441,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,190, Focus,/static/car_images/Ford_Focus.jpg
2018,13998,Manual,13401,Petrol,145.0,60.1,1.0,Ford,Hatchback,0,191, Focus,/static/car_images/Ford_Focus.jpg
2019,12798,Manual,10567,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,192, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,14698,Manual,7872,Petrol,145.0,58.9,1.0,Ford,Hatchback,0,193, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,7698,Manual,10641,Petrol,30.0,57.7,1.2,Ford,Other,0,194, Ka+,/static/car_images/Ford_Ka+.jpg
2018,12498,Manual,10222,Petrol,145.0,54.3,1.0,Ford,SUV,0,195, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,9998,Manual,28519,Petrol,20.0,62.8,1.0,Ford,Hatchback,0,196, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,13998,Manual,51772,Diesel,125.0,60.1,2.0,Ford,SUV,0,197, Kuga,/static/car_images/Ford_Kuga.jpg
2016,9500,Automatic,7350,Petrol,0.0,57.7,1.0,Ford,Hatchback,0,198, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,8195,Manual,12231,Petrol,145.0,47.9,1.2,Ford,Other,0,199, Ka+,/static/car_images/Ford_Ka+.jpg
